5842041f4e65fad6a7708826,33.6546000455903,-118.004200011492,56th St.,Spot,56th St.,Orange County,6:30,0,5,20,17.0
5842041f4e65fad6a7708826,33.6546357680368,-118.004242926836,56th St.,Spot,56th St.,Orange County,6:30,3,4,20,7.0
5842041f4e65fad6a7708826,33.6546714904685,-118.004328757524,56th St.,Spot,56th St.,Orange County,6:30,1,0,20,14.0
5842041f4e65fad6a7708826,33.6547250740882,-118.004414588213,56th St.,Spot,56th St.,Orange County,6:30,1,5,20,20.0
5842041f4e65fad6a7708826,33.6547607964829,-118.004478961229,56th St.,Spot,56th St.,Orange County,6:30,4,3,20,18.0
5842041f4e65fad6a7708826,33.6547965188627,-118.004543334246,56th St.,Spot,56th St.,Orange County,6:30,4,1,20,6.0
5842041f4e65fad6a7708826,33.6547965188627,-118.00458624959,56th St.,Spot,56th St.,Orange County,6:30,2,4,20,20.0
5842041f4e65fad6a7708826,33.654814380047,-118.004629164934,56th St.,Spot,56th St.,Orange County,6:30,4,4,20,5.0
5842041f4e65fad6a7708826,33.6548501024045,-118.004693537951,56th St.,Spot,56th St.,Orange County,6:30,1,1,20,20.0
5842041f4e65fad6a7708826,33.6548679635777,-118.004757910967,56th St.,Spot,56th St.,Orange County,6:30,1,1,20,19.0
5842041f4e65fad6a7708826,33.6549572693882,-118.004843741655,56th St.,Spot,56th St.,Orange County,6:30,0,0,20,8.0
5842041f4e65fad6a7708826,33.65501085283,-118.004929572344,56th St.,Spot,56th St.,Orange County,6:30,5,0,20,20.0
5842041f4e65fad6a7708826,33.6550822973671,-118.005058318377,56th St.,Spot,56th St.,Orange County,6:30,3,4,20,5.0
5842041f4e65fad6a7708826,33.6551358807311,-118.005122691393,56th St.,Spot,56th St.,Orange County,6:30,2,4,20,4.0
5842041f4e65fad6a7708826,33.6552073251644,-118.005229979753,56th St.,Spot,56th St.,Orange County,6:30,0,4,20,20.0
5842041f4e65fad6a7708826,33.6552787695385,-118.005337268114,56th St.,Spot,56th St.,Orange County,6:30,2,1,20,17.0
5842041f4e65fad6a7708826,33.6553680749226,-118.005487471819,56th St.,Spot,56th St.,Orange County,6:30,1,5,20,14.0
5842041f4e65fad6a7708826,33.6554573802141,-118.005637675524,56th St.,Spot,56th St.,Orange County,6:30,2,2,20,11.0
5842041f4e65fad6a7708826,33.6555288243806,-118.005744963884,56th St.,Spot,56th St.,Orange County,6:30,1,0,20,20.0
5842041f4e65fad6a7708826,33.6556002684877,-118.005809336901,56th St.,Spot,56th St.,Orange County,6:30,4,0,20,11.0
5842041f4e65fad6a7708826,33.655778878496,-118.006045371294,56th St.,Spot,56th St.,Orange County,6:30,2,2,20,4.0
5842041f4e65fad6a7708826,33.6558860443231,-118.006174117327,56th St.,Spot,56th St.,Orange County,6:30,1,0,20,15.0
5842041f4e65fad6a7708826,33.6559932100167,-118.006281405687,56th St.,Spot,56th St.,Orange County,6:30,4,1,20,11.0
5842041f4e65fad6a7708826,33.6560110709527,-118.006302863359,56th St.,Spot,56th St.,Orange County,6:30,3,1,20,1.0
5842041f4e65fad6a7708826,33.6560646537383,-118.006345778704,56th St.,Spot,56th St.,Orange County,6:30,3,3,20,18.0
5842041f4e65fad6a7708826,33.6561182364906,-118.00641015172,56th St.,Spot,56th St.,Orange County,6:30,1,1,20,8.0
5842041f4e65fad6a7708826,33.6561896801083,-118.006474524736,56th St.,Spot,56th St.,Orange County,6:30,0,2,20,3.0
5842041f4e65fad6a7708826,33.6562789845472,-118.006560355425,56th St.,Spot,56th St.,Orange County,6:30,4,4,20,20.0
5842041f4e65fad6a7708826,33.6563682888934,-118.006624728441,56th St.,Spot,56th St.,Orange County,6:30,1,3,20,15.0
5842041f4e65fad6a7708826,33.6564575931468,-118.006689101458,56th St.,Spot,56th St.,Orange County,6:30,5,2,20,0.0
5842041f4e65fad6a7708826,33.6565111756544,-118.006753474474,56th St.,Spot,56th St.,Orange County,6:30,0,4,20,20.0
5842041f4e65fad6a7708826,33.6565647581287,-118.006839305162,56th St.,Spot,56th St.,Orange County,6:30,5,1,20,12.0
5842041f4e65fad6a7708826,33.6566183405696,-118.006946593523,56th St.,Spot,56th St.,Orange County,6:30,2,4,20,19.0
5842041f4e65fad6a7708826,33.6566719229771,-118.007032424212,56th St.,Spot,56th St.,Orange County,6:30,5,3,20,19.0
5842041f4e65fad6a7708826,33.6567076445635,-118.007075339556,56th St.,Spot,56th St.,Orange County,6:30,1,1,20,20.0
5842041f4e65fad6a7708826,33.6567255053512,-118.007096797228,56th St.,Spot,56th St.,Orange County,6:30,0,0,20,18.0
5842041f4e65fad6a7708826,33.6567433661352,-118.007161170244,56th St.,Spot,56th St.,Orange County,6:30,3,0,20,8.0
5842041f4e65fad6a7708826,33.6567969484648,-118.007247000933,56th St.,Spot,56th St.,Orange County,6:30,4,0,20,17.0
5842041f4e65fad6a7708826,33.656921973771,-118.007483035326,56th St.,Spot,56th St.,Orange County,6:30,0,2,20,1.0
